,-9,5
,3.736556,1.368217
,3.984551,1.932878
,3.984551,1.932878
,4.127039,2.003164
,4.127039,2.003164
,4.24581,2.167301
,4.321719,2.274636
,4.321719,2.274636
,4.315678,2.278742
,4.315678,2.278742
,4.333228,2.412952
,4.333228,2.412952
,4.324324,2.543883
,4.324324,2.543883
,4.377881,2.632017
,4.377881,2.632017
,4.388753,2.793495
,4.388753,2.793495
,4.345208,2.866855
,4.345208,2.866855
,4.343599,2.922689
,4.343599,2.922689
,4.319579,3.008007
,4.319579,3.008007
,4.270818,3.018144
,4.206532,2.986639
,4.206532,2.986639
,4.089581,2.876527
,4.089581,2.876527
,4.089581,2.876527
,4.002493,2.787183
,4.002493,2.787183
,3.961099,2.717328
,3.997145,2.741183
,3.997145,2.741183
,3.989503,2.680352
,3.989503,2.680352
,3.992656,2.626196
,3.992656,2.626196
,3.977066,2.562147
,3.977066,2.562147
,3.983165,2.452536
,3.983165,2.452536
,3.863728,2.34422
,3.863728,2.34422
,3.650673,2.028636
,3.650673,2.028636
,3.650673,2.028636
,3.357481,1.640575
,3.197272,1.394977
,3.197272,1.394977
,3.197272,1.394977
,2.823707,0.8346049
,2.823707,0.8346049
,2.823707,0.8346049
,2.459368,0.2220349
,2.459368,0.2220349
,2.231125,-0.09995023
,2.231125,-0.09995023
,1.875142,-0.7415694
,1.875142,-0.7415694
,1.875142,-0.7415694
,1.705642,-1.410335
,1.429081,-1.695799
,1.429081,-1.695799
,1.263686,-2.053419
,1.126392,-2.315692
,1.11109,-2.453443
,1.11109,-2.453443
,1.016846,-2.775526
,1.016846,-2.775526
,1.016846,-2.775526
,0.9776917,-3.077734
,0.9776917,-3.077734
,0.9875679,-3.168902
,0.9875679,-3.168902
,0.9744633,-3.222842
,0.9890717,-3.283863
,0.9890717,-3.283863
,0.9884445,-3.344259
,0.9884445,-3.344259
,1.0102,-3.408347
,1.020044,-3.463296
,1.020044,-3.463296
,1.015746,-3.527976
,1.015746,-3.527976
,1.001437,-3.645968
,1.001437,-3.645968
,0.9867336,-3.790463
,0.9867336,-3.790463
,0.9867336,-3.790463
,0.9449135,-3.851481
,0.9449135,-3.851481
,0.9449135,-3.851481
,0.9301941,-3.891768
,0.9301941,-3.891768
,0.939933,-3.876135
,0.939933,-3.876135
,0.9110276,-3.883709
,0.9124306,-3.901939
,0.9156235,-3.929807
,0.8914032,-3.99087
,0.9120186,-4.06267
,0.8770088,-4.06162
,0.8661518,-4.052318
,0.8674828,-4.055375
,0.8260013,-4.074246
,0.7538303,-4.139131
,1.040529,-3.797551
,1.096433,-3.815065
,1.003915,-4.084399
,0.8456795,-3.779613
,0.9633259,-3.408582
,1.263761,-3.257391
,1.194087,-3.160654
,0.9153534,-2.642553
,0.7868592,-2.697236
,0.6138302,-2.446351
,0.4673801,-2.266677
,0.1942377,-1.89605
,0.06558094,-1.784098
,-0.01251755,-1.481081
,-0.01251755,-1.481081
,-0.09126835,-0.9926685
,-0.133659,-0.360392
,-0.133659,-0.360392
,-0.0271059,-0.1605658
,-0.0271059,-0.1605658
,-0.1055643,-0.1135221
,-0.08158608,0.007306716
,-0.08158608,0.007306716
,-0.3548538,-0.1708026
,-0.4880573,-0.04743363
,-0.4880573,-0.04743363
,-0.6846291,-1.12141
,-0.6846291,-1.12141
,-0.6846291,-1.12141
,-0.6918108,-1.559563
,-0.8831927,-1.844647
,-0.8831927,-1.844647
,-1.280069,-3.100663
,-1.280069,-3.100663
,-1.280069,-3.100663
,-1.507444,-3.744264
,-1.764777,-4.502553
,-1.764777,-4.502553
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,-1.940532,-5.483202
,1.370692,-6.301275
,1.370692,-6.301275
,1.991547,-7.340714
,1.991547,-7.340714
,1.832406,-7.765601
